index,name,size,type,subtype,alignment,armor_class,hit_points,hit_dice,speed,strength,dexterity,constitution,intelligence,wisdom,charisma,constitution_save,intelligence_save,wisdom_save,history,perception,damage_vulnerabilities,damage_resistances,damage_immunities,condition_immunities,senses,languages,challenge_rating,special_abilities/0/name,special_abilities/0/desc,special_abilities/0/attack_bonus,special_abilities/1/name,special_abilities/1/desc,special_abilities/1/attack_bonus,special_abilities/2/name,special_abilities/2/desc,special_abilities/2/attack_bonus,actions/0/name,actions/0/desc,actions/0/attack_bonus,actions/1/name,actions/1/desc,actions/1/attack_bonus,actions/1/damage_dice,actions/1/damage_bonus,actions/2/name,actions/2/desc,actions/2/attack_bonus,actions/2/damage_dice,actions/2/damage_bonus,actions/3/name,actions/3/desc,actions/3/attack_bonus,legendary_actions/0/name,legendary_actions/0/desc,legendary_actions/0/attack_bonus,legendary_actions/1/name,legendary_actions/1/desc,legendary_actions/1/attack_bonus,legendary_actions/2/name,legendary_actions/2/desc,legendary_actions/2/attack_bonus,url,medicine,religion,actions/0/damage_dice,dexterity_save,charisma_save,stealth,actions/3/damage_dice,actions/3/damage_bonus,actions/4/name,actions/4/desc,actions/4/attack_bonus,actions/5/name,actions/5/desc,actions/5/attack_bonus,actions/5/damage_dice,persuasion,insight,deception,actions/6/name,actions/6/desc,actions/6/attack_bonus,actions/6/damage_dice,arcana,actions/0/damage_bonus,athletics,acrobatics,special_abilities/2/damage_dice,special_abilities/0/damage_dice,strength_save,special_abilities/1/damage_dice,special_abilities/3/name,special_abilities/3/desc,special_abilities/3/attack_bonus,reactions/0/name,reactions/0/desc,reactions/0/attack_bonus,actions/4/damage_dice,actions/4/damage_bonus,actions/5/damage_bonus,survival,special_abilities/4/name,special_abilities/4/desc,special_abilities/4/attack_bonus,investigation,nature,special_abilities/5/name,special_abilities/5/desc,special_abilities/5/attack_bonus,intimidation,legendary_actions/3/name,legendary_actions/3/desc,legendary_actions/3/attack_bonus,legendary_actions/3/damage_dice,legendary_actions/4/name,legendary_actions/4/desc,legendary_actions/4/attack_bonus,performance
285,Treant,Huge,plant,,chaotic good,16,138,12d12,30 ft.,23,8,21,12,16,12,,,,,,fire,"bludgeoning, piercing",,,passive Perception 13,"Common, Druidic, Elvish, Sylvan",9,False Appearance,"While the treant remains motionless, it is indistinguishable from a normal tree.",0,Siege Monster,The treant deals double damage to objects and structures.,0,,,,Multiattack,The treant makes two slam attacks.,0,Slam,"Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 16 (3d6 + 6) bludgeoning damage.",10,3d6,6,Rock,"Ranged Weapon Attack: +10 to hit, range 60/180 ft., one target. Hit: 28 (4d10 + 6) bludgeoning damage.",10,4d10,6,Animate Trees (1/Day),"The treant magically animates one or two trees it can see within 60 feet of it. These trees have the same statistics as a treant, except they have Intelligence and Charisma scores of 1, they can't speak, and they have only the Slam action option. An animated tree acts as an ally of the treant. The tree remains animate for 1 day or until it dies; until the treant dies or is more than 120 feet from the tree; or until the treant takes a bonus action to turn it back into an inanimate tree. The tree then takes root if possible.",0,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,Tribal Warrior,Medium,humanoid,any race,any alignment,12,11,2d8,30 ft.,13,11,12,8,11,8,,,,,,,,,,passive Perception 10,any one language,0.125,Pack Tactics,The warrior has advantage on an attack roll against a creature if at least one of the warrior's allies is within 5 ft. of the creature and the ally isn't incapacitated.,0,,,,,,,Spear,"Melee or Ranged Weapon Attack: +3 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 4 (1d6 + 1) piercing damage, or 5 (1d8 + 1) piercing damage if used with two hands to make a melee attack.",3,,,,,,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/286,,,1d6,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Triceratops,Huge,beast,,unaligned,13,95,10d12,50 ft.,22,9,17,2,11,5,,,,,,,,,,passive Perception 10,,5,Trampling Charge,"If the triceratops moves at least 20 ft. straight toward a creature and then hits it with a gore attack on the same turn, that target must succeed on a DC 13 Strength saving throw or be knocked prone. If the target is prone, the triceratops can make one stomp attack against it as a bonus action.",0,,,,,,,Gore,"Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 24 (4d8 + 6) piercing damage.",9,Stomp,"Melee Weapon Attack: +9 to hit, reach 5 ft., one prone creature. Hit: 22 (3d10 + 6) bludgeoning damage",9,3d10,6,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/287,,,4d8,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Troll,Large,giant,,chaotic evil,15,84,8d10,30 ft.,18,13,20,7,9,7,,,,,2,,,,,"darkvision 60 ft., passive Perception 12",Giant,5,Keen Smell,The troll has advantage on Wisdom (Perception) checks that rely on smell.,0,Regeneration,"The troll regains 10 hit points at the start of its turn. If the troll takes acid or fire damage, this trait doesn't function at the start of the troll's next turn. The troll dies only if it starts its turn with 0 hit points and doesn't regenerate.",0,Variant: Loathsome Limbs,"Whenever the troll takes at least 15 slashing damage at one time, roll a d20 to determine what else happens to it:
1-10: Nothing else happens.
11-14: One leg is severed from the troll if it has any legs left.
15- 18: One arm is severed from the troll if it has any arms left.
19-20: The troll is decapitated, but the troll dies only if it can't regenerate. If it dies, so does the severed head.
If the troll finishes a short or long rest without reattaching a severed limb or head, the part regrows. At that point, the severed part dies. Until then, a severed part acts on the troll's initiative and has its own action and movement. A severed part has AC 13, 10 hit points, and the troll's Regeneration trait.
A severed leg is unable to attack and has a speed of 5 feet.
A severed arm has a speed of 5 feet and can make one claw attack on its turn, with disadvantage on the attack roll unless the troll can see the arm and its target. Each time the troll loses an arm, it loses a claw attack.
If its head is severed, the troll loses its bite attack and its body is blinded unless the head can see it. The severed head has a speed of 0 feet and the troll's Keen Smell trait. It can make a bite attack but only against a target in its space.
The troll's speed is halved if it's missing a leg. If it loses both legs, it falls prone. If it has both arms, it can crawl. With only one arm, it can still crawl, but its speed is halved. With no arms or legs, its speed is 0, and it can't benefit from bonuses to speed.",0,Multiattack,The troll makes three attacks: one with its bite and two with its claws.,0,Bite,"Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 7 (1d6 + 4) piercing damage.",7,1d6,4,Claw,"Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage.",7,2d6,4,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Tyrannosaurus Rex,Huge,beast,,unaligned,13,136,13d12,50 ft.,25,10,19,2,12,9,,,,,4,,,,,passive Perception 14,,8,,,,,,,,,,Multiattack,The tyrannosaurus makes two attacks: one with its bite and one with its tail. It can't make both attacks against the same target.,0,Bite,"Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 33 (4d12 + 7) piercing damage. If the target is a Medium or smaller creature, it is grappled (escape DC 17). Until this grapple ends, the target is restrained, and the tyrannosaurus can't bite another target.",10,4d12,7,Tail,"Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 20 (3d8 + 7) bludgeoning damage.",10,3d8,7,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,Unicorn,Large,celestial,,lawful good,12,67,9d10,50 ft.,18,14,15,11,17,16,,,,,,,,poison,"charmed, paralyzed, poisoned","darkvision 60 ft., passive Perception 13","Celestial, Elvish, Sylvan, telepathy 60 ft.",5,Charge,"If the unicorn moves at least 20 ft. straight toward a target and then hits it with a horn attack on the same turn, the target takes an extra 9 (2d8) piercing damage. If the target is a creature, it must succeed on a DC 15 Strength saving throw or be knocked prone.",0,Innate Spellcasting,"The unicorn's innate spellcasting ability is Charisma (spell save DC 14). The unicorn can innately cast the following spells, requiring no components:

At will: detect evil and good, druidcraft, pass without trace
1/day each: calm emotions, dispel evil and good, entangle",0,Magic Resistance,The unicorn has advantage on saving throws against spells and other magical effects.,0,Multiattack,The unicorn makes two attacks: one with its hooves and one with its horn.,0,Hooves,"Melee Weapon Attack: +7 to hit, reach 5 ft ., one target. Hit: 11 (2d6 + 4) bludgeoning damage.",7,2d6,4,Horn,"Melee Weapon Attack: +7 to hit, reach 5 ft ., one target. Hit: 8 (1d8 + 4) piercing damage.",7,1d8,4,Healing Touch (3/Day),"The unicorn touches another creature with its horn. The target magically regains 11 (2d8 + 2) hit points. In addition, the touch removes all diseases and neutralizes all poisons afflicting the target.",0,Hooves,The unicorn makes one attack with its hooves.,0,Shimmering Shield (Costs 2 Actions),"The unicorn creates a shimmering, magical field around itself or another creature it can see within 60 ft. of it. The target gains a +2 bonus to AC until the end of the unicorn's next turn.",0,Heal Self (Costs 3 Actions),The unicorn magically regains 11 (2d8 + 2) hit points.,0,http://www.dnd5eapi.co/api/monsters/290,,,,,,,,,Teleport (1/Day),"The unicorn magically teleports itself and up to three willing creatures it can see within 5 ft. of it, along with any equipment they are wearing or carrying, to a location the unicorn is familiar with, up to 1 mile away.",0,,,,,,,,,,,,,,,,,2d8,,,Magic Weapons,The unicorn's weapon attacks are magical.,0,,,,,,,,,,,,,,,,,,,,,,,,
291,Vampire,Medium,undead,shapechanger,lawful evil,16,144,17d8,30 ft.,18,18,18,17,15,18,,,7,,7,,"necrotic; bludgeoning, piercing, and slashing from nonmagical weapons",,,"darkvision 120 ft., passive Perception 17",the languages it knew in life,13,Shapechanger,"If the vampire isn't in sun light or running water, it can use its action to polymorph into a Tiny bat or a Medium cloud of mist, or back into its true form.
While in bat form, the vampire can't speak, its walking speed is 5 feet, and it has a flying speed of 30 feet. Its statistics, other than its size and speed, are unchanged. Anything it is wearing transforms with it, but nothing it is carrying does. It reverts to its true form if it dies.
While in mist form, the vampire can't take any actions, speak, or manipulate objects. It is weightless, has a flying speed of 20 feet, can hover, and can enter a hostile creature's space and stop there. In addition, if air can pass through a space, the mist can do so without squeezing, and it can't pass through water. It has advantage on Strength, Dexterity, and Constitution saving throws, and it is immune to all nonmagical damage, except the damage it takes from sunlight.",0,Legendary Resistance (3/Day),"If the vampire fails a saving throw, it can choose to succeed instead.",0,Misty Escape,"When it drops to 0 hit points outside its resting place, the vampire transforms into a cloud of mist (as in the Shapechanger trait) instead of falling unconscious, provided that it isn't in sunlight or running water. If it can't transform, it is destroyed.
While it has 0 hit points in mist form, it can't revert to its vampire form, and it must reach its resting place within 2 hours or be destroyed. Once in its resting place, it reverts to its vampire form. It is then paralyzed until it regains at least 1 hit point. After spending 1 hour in its resting place with 0 hit points, it regains 1 hit point.",0,Multiattack (Vampire Form Only),"The vampire makes two attacks, only one of which can be a bite attack.",0,Unarmed Strike (Vampire Form Only),"Melee Weapon Attack: +9 to hit, reach 5 ft., one creature. Hit: 8 (1d8 + 4) bludgeoning damage. Instead of dealing damage, the vampire can grapple the target (escape DC 18).",9,1d8,4,Bite (Bat or Vampire Form Only),"Melee Weapon Attack: +9 to hit, reach 5 ft., one willing creature, or a creature that is grappled by the vampire, incapacitated, or restrained. Hit: 7 (1d6 + 4) piercing damage plus 10 (3d6) necrotic damage. The target's hit point maximum is reduced by an amount equal to the necrotic damage taken, and the vampire regains hit points equal to that amount. The reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0. A humanoid slain in this way and then buried in the ground rises the following night as a vampire spawn under the vampire's control.",9,1d6 + 3d6,4,Charm,"The vampire targets one humanoid it can see within 30 ft. of it. If the target can see the vampire, the target must succeed on a DC 17 Wisdom saving throw against this magic or be charmed by the vampire. The charmed target regards the vampire as a trusted friend to be heeded and protected. Although the target isn't under the vampire's control, it takes the vampire's requests or actions in the most favorable way it can, and it is a willing target for the vampire's bit attack.
Each time the vampire or the vampire's companions do anything harmful to the target, it can repeat the saving throw, ending the effect on itself on a success. Otherwise, the effect lasts 24 hours or until the vampire is destroyed, is on a different plane of existence than the target, or takes a bonus action to end the effect.",0,Move,The vampire moves up to its speed without provoking opportunity attacks.,0,Unarmed Strike,The vampire makes one unarmed strike.,0,Bite (Costs 2 Actions),The vampire makes one bite attack.,0,http://www.dnd5eapi.co/api/monsters/291,,,,9,9,9,,,Children of the Night (1/Day),"The vampire magically calls 2d4 swarms of bats or rats, provided that the sun isn't up. While outdoors, the vampire can call 3d6 wolves instead. The called creatures arrive in 1d4 rounds, acting as allies of the vampire and obeying its spoken commands. The beasts remain for 1 hour, until the vampire dies, or until the vampire dismisses them as a bonus action.",0,,,,,,,,,,,,,,,,,,,,Regeneration,"The vampire regains 20 hit points at the start of its turn if it has at least 1 hit point and isn't in sunlight or running water. If the vampire takes radiant damage or damage from holy water, this trait doesn't function at the start of the vampire's next turn.",0,,,,,,,,Spider Climb,"The vampire can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.",0,,,Vampire Weaknesses,"The vampire has the following flaws:
Forbiddance. The vampire can't enter a residence without an invitation from one of the occupants.
Harmed by Running Water. The vampire takes 20 acid damage if it ends its turn in running water.
Stake to the Heart. If a piercing weapon made of wood is driven into the vampire's heart while the vampire is incapacitated in its resting place, the vampire is paralyzed until the stake is removed.
Sunlight Hypersensitivity. The vampire takes 20 radiant damage when it starts its turn in sunlight. While in sunlight, it has disadvantage on attack rolls and ability checks.",0,,,,,,,,,
292,Vampire Spawn,Medium,undead,,neutral evil,15,82,11d8,30 ft.,16,16,16,11,10,12,,,3,,3,,"necrotic; bludgeoning, piercing, and slashing from nonmagical weapons",,,"darkvision 60 ft., passive Perception 13",the languages it knew in life,5,Regeneration,"The vampire regains 10 hit points at the start of its turn if it has at least 1 hit point and isn't in sunlight or running water. If the vampire takes radiant damage or damage from holy water, this trait doesn't function at the start of the vampire's next turn.",0,Spider Climb,"The vampire can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.",0,Vampire Weaknesses,"The vampire has the following flaws:
Forbiddance. The vampire can't enter a residence without an invitation from one of the occupants.
Harmed by Running Water. The vampire takes 20 acid damage when it ends its turn in running water.
Stake to the Heart. The vampire is destroyed if a piercing weapon made of wood is driven into its heart while it is incapacitated in its resting place.
Sunlight Hypersensitivity. The vampire takes 20 radiant damage when it starts its turn in sunlight. While in sunlight, it has disadvantage on attack rolls and ability checks.",0,Multiattack,"The vampire makes two attacks, only one of which can be a bite attack.",0,Bite,"Melee Weapon Attack: +6 to hit, reach 5 ft., one willing creature, or a creature that is grappled by the vampire, incapacitated, or restrained. Hit: 6 (1d6 + 3) piercing damage plus 7 (2d6) necrotic damage. The target's hit point maximum is reduced by an amount equal to the necrotic damage taken, and the vampire regains hit points equal to that amount. The reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0.",61,,,Claws,"Melee Weapon Attack: +6 to hit, reach 5 ft., one creature. Hit: 8 (2d4 + 3) slashing damage. Instead of dealing damage, the vampire can grapple the target (escape DC 13).",6,2d4,3,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/292,,,,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,Veteran,Medium,humanoid,any race,any alignment,17,58,9d8,30 ft.,16,13,14,10,11,10,,,,,2,,,,,passive Perception 12,any one language (usually Common),3,,,,,,,,,,Multiattack,"The veteran makes two longsword attacks. If it has a shortsword drawn, it can also make a shortsword attack.",0,Longsword,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) slashing damage, or 8 (1d10 + 3) slashing damage if used with two hands.",5,1d8,3,Shortsword,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) piercing damage.",5,1d6,3,Heavy Crossbow,"Ranged Weapon Attack: +3 to hit, range 100/400 ft., one target. Hit: 6 (1d10 + 1) piercing damage.",3,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/293,,,,,,,1d10,1,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,Violet Fungus,Medium,plant,,unaligned,5,18,4d8,5 ft.,3,1,10,1,3,1,,,,,,,,,"blinded, deafened, frightened","blindsight 30 ft. (blind beyond this radius), passive Perception 6",,0.25,False Appearance,"While the violet fungus remains motionless, it is indistinguishable from an ordinary fungus.",0,,,,,,,Multiattack,The fungus makes 1d4 Rotting Touch attacks.,0,Rotting Touch,"Melee Weapon Attack: +2 to hit, reach 10 ft., one creature. Hit: 4 (1d8) necrotic damage.",2,1d8,,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,Vrock,Large,fiend,demon,chaotic evil,15,104,11d10,"40 ft., fly 60 ft.",17,15,18,8,13,8,,,4,,,,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical weapons",poison,poisoned,"darkvision 120 ft., passive Perception 11","Abyssal, telepathy 120 ft.",6,Magic Resistance,The vrock has advantage on saving throws against spells and other magical effects.,0,,,,,,,Multiattack,The vrock makes two attacks: one with its beak and one with its talons.,0,Beak,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) piercing damage.",6,2d6,3,Talons,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 14 (2d10 + 3) slashing damage.",6,2d10,3,Spores (Recharge 6),"A 15-foot-radius cloud of toxic spores extends out from the vrock. The spores spread around corners. Each creature in that area must succeed on a DC 14 Constitution saving throw or become poisoned. While poisoned in this way, a target takes 5 (1d10) poison damage at the start of each of its turns. A target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. Emptying a vial of holy water on the target also ends the effect on it.",0,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/295,,,,5,2,,,,Stunning Screech (1/Day),The vrock emits a horrific screech. Each creature within 20 feet of it that can hear it and that isn't a demon must succeed on a DC 14 Constitution saving throw or be stunned until the end of the vrock's next turn .,0,Variant: Summon Demon (1/Day),"The demon chooses what to summon and attempts a magical summoning.
A vrock has a 30 percent chance of summoning 2d4 dretches or one vrock.
A summoned demon appears in an unoccupied space within 60 feet of its summoner, acts as an ally of its summoner, and can't summon other demons. It remains for 1 minute, until it or its summoner dies, or until its summoner dismisses it as an action.",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,Vulture,Medium,beast,,unaligned,10,5,1d8,"10 ft., fly 50 ft.",7,10,13,2,12,4,,,,,3,,,,,passive Perception 13,,0,Keen Sight and Smell,The vulture has advantage on Wisdom (Perception) checks that rely on sight or smell.,0,Pack Tactics,The vulture has advantage on an attack roll against a creature if at least one of the vulture's allies is within 5 ft. of the creature and the ally isn't incapacitated.,0,,,,Beak,"Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: 2 (1d4) piercing damage.",2,,,,,,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/296,,,1d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,Warhorse,Large,beast,,unaligned,11,19,3d10,60 ft.,18,12,13,2,12,7,,,,,,,,,,passive Perception 11,,0.5,Trampling Charge,"If the horse moves at least 20 ft. straight toward a creature and then hits it with a hooves attack on the same turn, that target must succeed on a DC 14 Strength saving throw or be knocked prone. If the target is prone, the horse can make another attack with its hooves against it as a bonus action.",0,,,,,,,Hooves,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) bludgeoning damage.",6,,,,,,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/297,,,2d6,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Warhorse Skeleton,Large,undead,,lawful evil,13,22,3d10,60 ft.,18,12,15,2,8,5,,,,,,bludgeoning,,poison,"exhaustion, poisoned","darkvision 60 ft., passive Perception 9",,0.5,,,,,,,,,,Hooves,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) bludgeoning damage.",6,,,,,,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/298,,,2d6,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,Water Elemental,Large,elemental,,neutral,14,114,12d10,"30 ft., swim 90 ft.",18,14,18,5,10,8,,,,,,,"acid; bludgeoning, piercing, and slashing from nonmagical weapons",poison,"exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained, unconscious","darkvision 60 ft., passive Perception 10",Aquan,5,Water Form,The elemental can enter a hostile creature's space and stop there. It can move through a space as narrow as 1 inch wide without squeezing.,0,Freeze,"If the elemental takes cold damage, it partially freezes; its speed is reduced by 20 ft. until the end of its next turn.",0,,,,Multiattack,The elemental makes two slam attacks.,0,Slam,"Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) bludgeoning damage.",7,2d8,4,Whelm (Recharge 4-6),"Each creature in the elemental's space must make a DC 15 Strength saving throw. On a failure, a target takes 13 (2d8 + 4) bludgeoning damage. If it is Large or smaller, it is also grappled (escape DC 14). Until this grapple ends, the target is restrained and unable to breathe unless it can breathe water. If the saving throw is successful, the target is pushed out of the elemental's space.
The elemental can grapple one Large creature or up to two Medium or smaller creatures at one time. At the start of each of the elemental's turns, each target grappled by it takes 13 (2d8 + 4) bludgeoning damage. A creature within 5 feet of the elemental can pull a creature or object out of it by taking an action to make a DC 14 Strength and succeeding.",0,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Weasel,Tiny,beast,,unaligned,13,1,1d4,30 ft.,3,16,8,2,12,3,,,,,3,,,,,passive Perception 13,,0,Keen Hearing and Smell,The weasel has advantage on Wisdom (Perception) checks that rely on hearing or smell.,0,,,,,,,Bite,"Melee Weapon Attack: +5 to hit, reach 5 ft., one creature. Hit: 1 piercing damage.",5,,,,,,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/300,,,,,,5,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Werebear,Medium,humanoid,human,neutral good,10,135,18d8,"30 ft. (40 ft., climb 30 ft. in bear or hybrid form)",19,10,17,11,12,12,,,,,7,,,"bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons",,passive Perception 17,Common (can't speak in bear form),5,Shapechanger,"The werebear can use its action to polymorph into a Large bear-humanoid hybrid or into a Large bear, or back into its true form, which is humanoid. Its statistics, other than its size and AC, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies.",0,Keen Smell,The werebear has advantage on Wisdom (Perception) checks that rely on smell.,0,,,,Multiattack,"In bear form, the werebear makes two claw attacks. In humanoid form, it makes two greataxe attacks. In hybrid form, it can attack like a bear or a humanoid.",0,Bite (Bear or Hybrid Form Only),"Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 15 (2d10 + 4) piercing damage. If the target is a humanoid, it must succeed on a DC 14 Constitution saving throw or be cursed with werebear lycanthropy.",7,2d10,4,Claw (Bear or Hybrid Form Only),"Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) slashing damage.",7,2d8,4,Greataxe (Humanoid or Hybrid Form Only),"Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 10 (1d12 + 4) slashing damage.",7,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/301,,,,,,,1d12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,Wereboar,Medium,humanoid,human,neutral evil,10,78,12d8,30 ft. (40 ft. in boar form),17,10,15,10,11,8,,,,,2,,,"bludgeoning, piercing, and slashing damage from nonmagical weapons that aren't silvered",,passive Perception 12,Common (can't speak in boar form),4,Shapechanger,"The wereboar can use its action to polymorph into a boar-humanoid hybrid or into a boar, or back into its true form, which is humanoid. Its statistics, other than its AC, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies.",0,Charge (Boar or Hybrid Form Only),"If the wereboar moves at least 15 feet straight toward a target and then hits it with its tusks on the same turn, the target takes an extra 7 (2d6) slashing damage. If the target is a creature, it must succeed on a DC 13 Strength saving throw or be knocked prone.",0,Relentless (Recharges after a Short or Long Rest),"If the wereboar takes 14 damage or less that would reduce it to 0 hit points, it is reduced to 1 hit point instead.",0,Multiattack (Humanoid or Hybrid Form Only),"The wereboar makes two attacks, only one of which can be with its tusks.",0,Maul (Humanoid or Hybrid Form Only),"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) bludgeoning damage.",5,2d6,3,Tusks (Boar or Hybrid Form Only),"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) slashing damage. If the target is a humanoid, it must succeed on a DC 12 Constitution saving throw or be cursed with wereboar lycanthropy.",5,2d6,3,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2d6,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,Wererat,Medium,humanoid,human,lawful evil,12,33,6d8,30 ft.,10,15,12,11,10,8,,,,,2,,,"bludgeoning, piercing, and slashing damage from nonmagical weapons that aren't silvered",,"darkvision 60 ft. (rat form only), passive Perception 12",Common (can't speak in rat form),2,Shapechanger,"The wererat can use its action to polymorph into a rat-humanoid hybrid or into a giant rat, or back into its true form, which is humanoid. Its statistics, other than its size, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies.",0,Keen Smell,The wererat has advantage on Wisdom (Perception) checks that rely on smell.,0,,,,Multiattack (Humanoid or Hybrid Form Only),"The wererat makes two attacks, only one of which can be a bite.",0,Bite (Rat or Hybrid Form Only).,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 4 (1d4 + 2) piercing damage. If the target is a humanoid, it must succeed on a DC 11 Constitution saving throw or be cursed with wererat lycanthropy.",4,1d4,2,Shortsword (Humanoid or Hybrid Form Only),"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage.",4,1d6,2,Hand Crossbow (Humanoid or Hybrid Form Only),"Ranged Weapon Attack: +4 to hit, range 30/120 ft., one target. Hit: 5 (1d6 + 2) piercing damage.",4,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/303,,,,,,4,1d6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
